created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Mar 11 21:35:07 +0000 2023;1634669306410848257;"fomo bgt liat orang nonton blackpink, jd inget suka bgt sm lagu yg as if it’s your last karna di cekokin @Tryaoct pas jaman kuliah🙃";0;1;0;0;in;2214065604;1634669306410848257;fariz_aprinaldi;https://twitter.com/fariz_aprinaldi/status/1634669306410848257
Sat Mar 11 21:35:02 +0000 2023;1634669282058698753;"Karna lagi rame konser blackpink, nih @/bmth kaga mau konser di indo apa begimane? Gua dah siap jual vario nih";0;1;0;0;in;1120719392;1634669282058698753;ziadiqbaale;https://twitter.com/ziadiqbaale/status/1634669282058698753
Sat Mar 11 21:34:41 +0000 2023;1634669194796240896;"WTS TIKET BLACKPINK saya punya cat 3 (row s3**) 1,8 masih bisa negooo https://t.co/y29dHviF3a";0;0;0;1;in;2297824292;1634669194796240896;riswansoir;https://twitter.com/riswansoir/status/1634669194796240896
Sat Mar 11 21:34:08 +0000 2023;1634669058540048384;"Gw jadi agak kepikiran sesuatu deh  Blackpink konser di Indo, tapi kenapa banyakmerchant di luar brand Blackpink itu sendiri (let's say kyk FnB, tempat Karaoke, dll nya) ikut ramein vibes ini juga ya?   Meanwhile kalo konser K-Pop yg lain tuh hampir jarang denger kyk ginian";0;1;0;0;in;1071518948074508288;1634669058540048384;zulfikarnj17;https://twitter.com/zulfikarnj17/status/1634669058540048384
Sat Mar 11 21:33:47 +0000 2023;1634668968555212800;"@jaxonmanoban @BLACKPINK LALISA GUNCANG JAKARTA";0;0;0;0;in;1586427070892081152;1634553786864930817;Lilies8327;https://twitter.com/Lilies8327/status/1634668968555212800
Sat Mar 11 21:33:24 +0000 2023;1634668874011643904;"Lisa blackpink perform di indosiar? #BLACKPINK #BORNPINK https://t.co/GA2LCCBYp1";0;0;0;0;in;1597698234775834624;1634668874011643904;TukangPecelLe2;https://twitter.com/TukangPecelLe2/status/1634668874011643904
Sat Mar 11 21:30:14 +0000 2023;1634668074766053376;"Rose BLACKPINK Curhat Rasakan Panas Jakarta Kala Konser - CNN Indonesia https://t.co/xQfnSTMtKB";0;0;0;0;in;741173384;1634668074766053376;InfoJktCom;https://twitter.com/InfoJktCom/status/1634668074766053376
Sat Mar 11 21:30:10 +0000 2023;1634668058953531393;"Jelang Konser Blackpink di Jakarta Geluduk Terdengar di GBK, Fans Khawatir Turun Hujan https://t.co/kVn1IDMcfM";0;0;0;0;in;741173384;1634668058953531393;InfoJktCom;https://twitter.com/InfoJktCom/status/1634668058953531393
Sat Mar 11 21:30:05 +0000 2023;1634668037403197440;"Tiket Konser Blackpink di Jakarta Masih Bisa Dibeli On The Spot, Cek Harganya di Sini https://t.co/jpTFtoL65d";0;0;0;0;in;741173384;1634668037403197440;InfoJktCom;https://twitter.com/InfoJktCom/status/1634668037403197440
Sat Mar 11 21:28:17 +0000 2023;1634667585781514240;"Mengiri liatin orang pada nonton konser Blackpink😭";1;0;0;0;in;1377832260666224644;1634667585781514240;deobi28;https://twitter.com/deobi28/status/1634667585781514240
Sat Mar 11 21:26:46 +0000 2023;1634667201767813120;"@sandiuno @BLACKPINK Ngga penting tweetnya";0;0;0;0;in;1441835231900684292;1634410385821536257;Queenan23150306;https://twitter.com/Queenan23150306/status/1634667201767813120
Sat Mar 11 21:26:42 +0000 2023;1634667186068553729;"Open jastip official merchandise blackpink ✨ Bisa langsung dm yaa gais!! #BLACKPINK #BLACKPINK_BORNPINK #BORNPINKInJakarta #BORNPINK #JASTIP #JASTIPMERCHANDISEBLACKPINK https://t.co/RjlH8RwRIG";0;2;0;0;in;1623718776763215872;1634667186068553729;admriretaevv;https://twitter.com/admriretaevv/status/1634667186068553729
Sat Mar 11 21:25:49 +0000 2023;1634666962646183936;"Lalu lintas dari Jalan Gatot Subroto menuju pintu utama Gelora Bung Karno (GBK) kian padat menjelang konser BLACKPINK sore hari ini. Begini situasinya. https://t.co/p32ehWLE7N";0;0;3;5;in;69183155;1634666962646183936;detikcom;https://twitter.com/detikcom/status/1634666962646183936
Sat Mar 11 21:25:24 +0000 2023;1634666858480816128;"Ke konser blackpink berangkat jamberapa???";0;0;0;0;in;1543624122298560512;1634666858480816128;sweetty_____;https://twitter.com/sweetty_____/status/1634666858480816128
Sat Mar 11 21:22:45 +0000 2023;1634666191112515585;"WTB CAT 4 DAY 2 !!! 2 TICKET SEBELAHAN !!! COD VENUE !!! DM KALO PUNYA YA THANK YOU !!!  BORNPINK BLACKPINK JAKARTA BLINK";0;2;0;1;in;1557433362612355073;1634666191112515585;adriann66357016;https://twitter.com/adriann66357016/status/1634666191112515585
Sat Mar 11 21:20:45 +0000 2023;1634665689381502977;"WTB Blackpink day 2 butuh 2 ticket Cat 2/3/4 boleh tawarkan . Budget underprice COD di Venue! Yang sudah berbentuk WB  Wts wtb";0;6;0;0;in;1517021909858234368;1634665689381502977;Einstein1004;https://twitter.com/Einstein1004/status/1634665689381502977
Sat Mar 11 21:20:17 +0000 2023;1634665572427505664;"@MySumatera @BLACKPINK Mbaa lisaa jangan lupa mampir kerumahkuuu wkwkwk mode haluhh";0;0;0;0;in;899277316953587716;1634575094168289280;desta_triandini;https://twitter.com/desta_triandini/status/1634665572427505664
Sat Mar 11 21:19:26 +0000 2023;1634665358639472641;"Seru bangeeeet liatin konser virtual yg pada nonton BLACKPINK wkwkw";0;0;0;0;in;45532313;1634665358639472641;anisaneesha;https://twitter.com/anisaneesha/status/1634665358639472641
Sat Mar 11 21:17:18 +0000 2023;1634664820632059904;"semoga blackpink belum bubar sampai aku bisa nonton aamiin";0;0;0;0;in;1129072185300021249;1634664820632059904;pengencls;https://twitter.com/pengencls/status/1634664820632059904
Sat Mar 11 21:16:58 +0000 2023;1634664735676198913;"Iri banget sama yang nonton Blackpink😭";0;0;0;0;in;192426000;1634664735676198913;cecupacups;https://twitter.com/cecupacups/status/1634664735676198913
Sat Mar 11 21:15:39 +0000 2023;1634664406419386368;"@popoworId @suchamon5 LALISA GUNCANG JAKARTA  #LISA #BORNPINKinJAKARTA #BLACKPINK";0;0;1;0;in;1548577290703208448;1634560808066637826;Booook05418114;https://twitter.com/Booook05418114/status/1634664406419386368
Sat Mar 11 21:15:23 +0000 2023;1634664339344101376;"@Iiliworld @suchamon5 LALISA GUNCANG JAKARTA  #LISA #BORNPINKinJAKARTA #BLACKPINK";0;0;1;0;in;1548577290703208448;1634559889971240961;Booook05418114;https://twitter.com/Booook05418114/status/1634664339344101376
Sat Mar 11 21:15:20 +0000 2023;1634664325125382145;"iriii bgt pengen nonton blackpink jugaaa 😭";0;0;0;0;in;1510116836364648448;1634664325125382145;0705privatess;https://twitter.com/0705privatess/status/1634664325125382145
Sat Mar 11 21:14:50 +0000 2023;1634664199078154240;"“blackpink blackpink, black sabbath lah” membuatku hampir terbunuh di mcd senayan";0;2;0;0;in;1166611281933230080;1634664199078154240;afif_pradipta;https://twitter.com/afif_pradipta/status/1634664199078154240
Sat Mar 11 21:14:02 +0000 2023;1634663997713842176;"Siap menonton konser blackpink via story following gw 👍🫡";0;0;1;0;in;280832003;1634663997713842176;kibooooyy;https://twitter.com/kibooooyy/status/1634663997713842176
Sat Mar 11 21:10:55 +0000 2023;1634663212162646016;"WTB Blackpink day 2 butuh 2 ticket Cat 2/3 boleh tawarkan . Budget underprice COD di Venue!  Wts wtb";0;2;0;1;in;1517021909858234368;1634663212162646016;Einstein1004;https://twitter.com/Einstein1004/status/1634663212162646016
Sat Mar 11 21:10:12 +0000 2023;1634663032981946368;"Kekonser blackpink enaknya berangkat jamberapa????";0;0;0;0;in;1543624122298560512;1634663032981946368;sweetty_____;https://twitter.com/sweetty_____/status/1634663032981946368
Sat Mar 11 21:09:01 +0000 2023;1634662736834727936;"Jelang Konser Blackpink, Arus Lalu Lintas di Sekitar GBK Macet Sore Ini https://t.co/YffsGa3aar";0;0;0;0;in;411473305;1634662736834727936;InfoinTangsel;https://twitter.com/InfoinTangsel/status/1634662736834727936
Sat Mar 11 21:08:44 +0000 2023;1634662665233760256;"Ada yang mau nonton Blackpink diSingapur ga bareng gw bulan 5? Sakit hati diphp calo anying";0;0;0;0;in;1183054369;1634662665233760256;ziavoltage;https://twitter.com/ziavoltage/status/1634662665233760256
Sat Mar 11 21:07:18 +0000 2023;1634662304032915456;"Merinding bangeett liat IGS nya ci Shani yang nonton konser blackpink 😱😁";0;0;0;2;in;1038738906;1634662304032915456;inipiyamer;https://twitter.com/inipiyamer/status/1634662304032915456
Sat Mar 11 21:06:22 +0000 2023;1634662070653427712;"Seru bgt ya blackpink hari ini";0;0;0;0;in;125934864;1634662070653427712;sfrhlmprl;https://twitter.com/sfrhlmprl/status/1634662070653427712
Sat Mar 11 21:04:39 +0000 2023;1634661635406327808;"Sosmed lain isinya konser blackpink smuab 😔";0;0;0;0;in;3263026656;1634661635406327808;niicuyyy;https://twitter.com/niicuyyy/status/1634661635406327808
Sat Mar 11 21:03:21 +0000 2023;1634661311979323392;"@heyshavv Tadi ngobrol ma bocil blackpink katanya banyak calo jual harga murah di venue, dia beli cat 2 dapat 1.4";0;0;0;1;in;28536360;1634656488194203648;indsane;https://twitter.com/indsane/status/1634661311979323392
Sat Mar 11 21:02:36 +0000 2023;1634661121721507840;"@virgosnap anjir.. sejak kapan lu beli tiket blackpink…";0;1;0;0;in;1416784141094293504;1634555014386683905;tafighting;https://twitter.com/tafighting/status/1634661121721507840
Sat Mar 11 21:01:52 +0000 2023;1634660935699943425;"Wtt to wts   Punya tiket vip blackpink bornpink in Jakarta day 2  vip soundcheck  Want: +3.8juta + trade tiket Apapun   Mau nonton soundcheck aja main concertnya nanti tukeran tiket Masuk pakai tiket masing2 setelah sc baru tiran kursi platinum cat 1 cat 2 cat 3 apa aja";0;7;0;0;in;1498612063262113797;1634660935699943425;goma_wooziya;https://twitter.com/goma_wooziya/status/1634660935699943425
Sat Mar 11 20:59:39 +0000 2023;1634660378830569472;"Konser #BORNPINKinJKTday1 ditutup dengan lagu "As If It's Your Last". Semoga ada kesempatan untuk nonton konser BLACKPINK di lain waktu ya, Kawan Puan!  #ParapuanInYourArea #BORNPINKInJakarta #BLACKPINKinJAKARTA #Parapuan #CeritaParapuan #KamuDidengar https://t.co/eNtQ3cfqBl";0;1;2;6;in;1349286188402712576;1634490728033419265;Cerita_Parapuan;https://twitter.com/Cerita_Parapuan/status/1634660378830569472
Sat Mar 11 20:59:21 +0000 2023;1634660303454740480;"Wtb dong cat 3, 2 tiket ada ga  . Cod di gbk . Serius #BLACKPINKinJKT #bpday2  Blackpink day 2";0;2;0;0;in;1591603226255949824;1634660303454740480;cicingwelahatuh;https://twitter.com/cicingwelahatuh/status/1634660303454740480
Sat Mar 11 20:56:38 +0000 2023;1634659621750321152;"Seru banget blackpink (melihat tl dan igs)";0;0;0;0;in;133225184;1634659621750321152;parqcanyol;https://twitter.com/parqcanyol/status/1634659621750321152
Sat Mar 11 20:55:30 +0000 2023;1634659335593947138;"AKU IKHLAS KERJA KERAS DEMI NONTON KONSER BLACKPINK KAYAK SEMALEM. RASANYA KAYAK “MENGHIRUP UDARA YANG SAMA”  SAMA MEREKA ITU AJA UDAH DREAMS COME TRUE BANGET 😭😭😭";0;0;0;0;in;176322501;1634659335593947138;DinovRD;https://twitter.com/DinovRD/status/1634659335593947138
Sat Mar 11 20:52:33 +0000 2023;1634658593105653760;"SEDIH BING BING BLM BISA NNTN KONSER BLACKPINK😭😭😭  inshaAllah dikesempatan lain amiin😩🙏🏻";0;0;0;0;in;1246113953542852608;1634658593105653760;owmaygadh;https://twitter.com/owmaygadh/status/1634658593105653760
Sat Mar 11 20:51:13 +0000 2023;1634658255636168704;"Iii seru bgt kayanya konser blackpink😭";0;1;0;0;in;912290380518793216;1634658255636168704;mandalifia14;https://twitter.com/mandalifia14/status/1634658255636168704
Sat Mar 11 20:51:05 +0000 2023;1634658224510226432;"Bangun jam 3 pagi : nontonin fancam blackpink";0;1;0;0;in;800448391;1634658224510226432;bucinoppa_;https://twitter.com/bucinoppa_/status/1634658224510226432
Sat Mar 11 20:51:00 +0000 2023;1634658201584173059;"@blackautumn13 Sabtu yah nonton blackpink";0;1;0;0;in;2763091896;1633990782456823809;VialiAfredo;https://twitter.com/VialiAfredo/status/1634658201584173059
Sat Mar 11 20:49:34 +0000 2023;1634657839737339904;"seseru ituuu ky pls blackpink ayo nyanyi mlu gue gamaw pulanggg 😭😭😍🥹 #BORNPINKinJKTday1 #BORNPINKinJKT https://t.co/QCv623fGWf";0;0;0;2;in;1440176325835169794;1634657839737339904;lilsweeties_;https://twitter.com/lilsweeties_/status/1634657839737339904
Sat Mar 11 20:47:01 +0000 2023;1634657201402052609;"Wtb (want to buy) vip blackpink born pink day 2 Under 5 jt ada gak yaa?   Dm aja kalo ada yaa";0;1;0;0;in;1225302302057095168;1634657201402052609;fakhranu;https://twitter.com/fakhranu/status/1634657201402052609
Sat Mar 11 20:46:47 +0000 2023;1634657139804487680;"@nickoakbar @debbypermata Pernah Nonton d stadion kecil acara grts view ny gini pusing bgt. Apalagi bayar dan itu blackpink 😭🥲";0;0;0;0;in;1067735454;1634516020282159107;reka_tika;https://twitter.com/reka_tika/status/1634657139804487680
Sat Mar 11 20:44:59 +0000 2023;1634656685913681920;"@starfess Kerrrenn sih Blackpink setiap konser dimanapun seleb² artis² yg datang semua kalangan.. Dari yg anak kecil, remaja, dewasa, org tua juga pada dateng ke Born Pink... Totall artis yg datang yg kelihatan mata ada 60 artiss..";0;0;0;7;in;1154372391918637058;1634556653709443078;Saodatun241;https://twitter.com/Saodatun241/status/1634656685913681920
Sat Mar 11 20:44:09 +0000 2023;1634656479440703488;"Menyampah gile tgk ada satu video dkt tiktok ni dia cakap “sedihnye tgk perempuan skrg, tiket blackpink  bole beli sampai soldout, kelas agama malas nak pegi even buat free” hellooo kau sape nak judge orang mcm tu???";0;1;0;1;in;1288727376;1634656479440703488;aiennabell;https://twitter.com/aiennabell/status/1634656479440703488
Sat Mar 11 20:42:15 +0000 2023;1634656000275021824;"Media ini dulu udah kek fanbase Maudy Ayunda sekarang Blackpink hadeh";0;0;0;0;in;1524024681271111680;1634656000275021824;mawarmengerat;https://twitter.com/mawarmengerat/status/1634656000275021824
Sat Mar 11 20:41:29 +0000 2023;1634655805747363840;"@snowpurply Akhhh pgn bgt nonton blackpink tpi duit gaada. Bismillah deh, ga berharap bnyak klo rezeki alhamdulillah. https://t.co/Wylrp9XJdN";0;0;0;0;in;1043411539762368512;1634474606781431808;layyyyysyi;https://twitter.com/layyyyysyi/status/1634655805747363840
Sat Mar 11 20:40:41 +0000 2023;1634655606106906624;"jir tadi di blok m banyak banget yang bawa palu blackpink";0;0;0;0;in;892515892432482304;1634655606106906624;alwiananurh;https://twitter.com/alwiananurh/status/1634655606106906624
Sat Mar 11 20:40:25 +0000 2023;1634655538146574336;"serba serbi ketemu jenchulichaeng🥲💗💗💗with @KimNnisa_  #BORNPINKinJAKARTA #BORNPINKinJKT #blackpink https://t.co/mULBiGnwsu";0;2;4;30;in;1340355862301294592;1634655538146574336;Sourcandy124;https://twitter.com/Sourcandy124/status/1634655538146574336
Sat Mar 11 20:39:37 +0000 2023;1634655338300588032;"Ada cewek yang posting di tiktok pakai lagu pop punk/rock, terus dibilang poser. Itu yang mendadak antusias beli tiket konser Blackpink, beli merchnya segala macem dikatain poser juga gak?";0;0;0;0;in;764742419476643840;1634655338300588032;SoliterGirl_;https://twitter.com/SoliterGirl_/status/1634655338300588032
Sat Mar 11 20:39:35 +0000 2023;1634655328561418240;"seruuuw bangeeet yg nonton konserr blackpink. kitaa mah cukup dengerin full album di yutub aja deeeh ahahha";0;0;0;0;in;1577315368049467393;1634655328561418240;piipiiit08;https://twitter.com/piipiiit08/status/1634655328561418240
Sat Mar 11 20:38:15 +0000 2023;1634654994971656192;"@raditalism Nyokap blackpink, anaknya black sabbath";0;1;0;1;in;1356561122556448768;1634456544665538562;partatmaja;https://twitter.com/partatmaja/status/1634654994971656192
Sat Mar 11 20:38:12 +0000 2023;1634654979318497280;"Panteklah igs penuh dgn konser blackpink dan dewa19 di bpn";0;0;0;0;in;1128343195664785408;1634654979318497280;sadgitariousss;https://twitter.com/sadgitariousss/status/1634654979318497280
Sat Mar 11 20:37:45 +0000 2023;1634654869251571712;"asli mau nonton blackpink... gue sedih bgt gabisa nonton 😭 tapi ya.. yaudah semoga di lain waktu bisa nonton, aamiin";0;0;0;0;in;1424660136522502145;1634654869251571712;sourycreamy;https://twitter.com/sourycreamy/status/1634654869251571712
Sat Mar 11 20:35:41 +0000 2023;1634654347740188672;"Nntn blackpink via tiktok jg udh puasss wkwkw jisoo cakep bettttt cakep";0;0;0;0;in;597001775;1634654347740188672;xgztzx;https://twitter.com/xgztzx/status/1634654347740188672
Sat Mar 11 20:34:36 +0000 2023;1634654074770685952;"Konser blackpink sebagus itu ya rabb 😭 msh blom bisa move on 😭";0;0;0;0;in;67849461;1634654074770685952;rachkiddd;https://twitter.com/rachkiddd/status/1634654074770685952
Sat Mar 11 20:33:41 +0000 2023;1634653845799440385;"WTS TIKET BLACKPINK saya punya cat 3 (row s3**) 1,8 masih bisa negooo";0;2;0;0;in;2297824292;1634653845799440385;riswansoir;https://twitter.com/riswansoir/status/1634653845799440385
Sat Mar 11 20:33:34 +0000 2023;1634653816049238016;"Wtb blackpink bornpink tiket day 2. Prefer cat 3 cat 2  Fullpay cod venue. Ada proof tiket. Tawarin aja dulu di dm. Gapeduli sn berapa asal ada yg nawar paling murah aku take 🙏";0;4;0;0;in;1523824058499956736;1634653816049238016;parksoomi55;https://twitter.com/parksoomi55/status/1634653816049238016
Sat Mar 11 20:32:38 +0000 2023;1634653579121393664;"kalah crowd blackpink tibah";0;0;0;0;in;2837365544;1634653579121393664;mnaimshmkml;https://twitter.com/mnaimshmkml/status/1634653579121393664
Sat Mar 11 20:31:30 +0000 2023;1634653296454664192;"@MySumatera @BLACKPINK Cantik semuaa gilaaa";0;0;0;0;in;1565256667607969793;1634575094168289280;syanimarwah;https://twitter.com/syanimarwah/status/1634653296454664192
Sat Mar 11 20:31:22 +0000 2023;1634653260761153536;"wtb / wtr lightstick blackpink ver 1 preloved yang harganya terjangkau boleh dm yaa! #zonauang #zonaba";0;2;0;0;in;1207484427003056128;1634653260761153536;znayeoni;https://twitter.com/znayeoni/status/1634653260761153536
Sat Mar 11 20:30:39 +0000 2023;1634653079248449536;"Wts tiket konser blackpink bornpink day 2 cat 1 2.9juta cod di venue yukk #BORNPINKInJakarta #BORNPINKinJKT #BLACKPINKinJAKARTA https://t.co/u63EDYowVv";0;1;0;0;in;788525244805816320;1634653079248449536;mbanyahoshi;https://twitter.com/mbanyahoshi/status/1634653079248449536
Sat Mar 11 20:30:34 +0000 2023;1634653061833695232;"Fyp ku pada nonton konser blackpink semua aduduh 😟";0;0;0;0;in;3064672722;1634653061833695232;DyahPatria;https://twitter.com/DyahPatria/status/1634653061833695232
Sat Mar 11 20:29:56 +0000 2023;1634652902479523840;"demi apapun masih terharu karena nonton blackpink, sebenernya semua unreal tapi lebih ga terduga jisoo ama rose si. jisoo visual nya yang mantap abis dan rose yang putih nya terang seterang masa depan ku #BORNPINKinJKT #BLACKPINK_BORNPINK #BLACKPINK_WORLDTOUR #blackpink";0;0;0;1;in;1560825774759784454;1634652902479523840;heykzach;https://twitter.com/heykzach/status/1634652902479523840
Sat Mar 11 20:28:55 +0000 2023;1634652643782979586;"wtb tiket ticket vip blackpink day 2 jakarta sebelahan boleh dm yaa harga under 4.3jt prefer yang bisa cod dan tuker tiket/lanyard di gbk bareng yok gausa dimahal mahalin dah";0;3;0;0;in;1357682950775599105;1634652643782979586;wawnjin;https://twitter.com/wawnjin/status/1634652643782979586
Sat Mar 11 20:28:50 +0000 2023;1634652624866914304;"Aaaa mengiriiii pengen nonton blackpink😭😭, tapi malah dapet kerjaan dadakan yang harus diselesaikan hari ini dan besok😭😭";0;0;0;0;in;3036134888;1634652624866914304;vryunra;https://twitter.com/vryunra/status/1634652624866914304
Sat Mar 11 20:25:43 +0000 2023;1634651839613509632;"@MySumatera @BLACKPINK Parah😍";0;0;0;0;in;1569603204253642752;1634575094168289280;NovidoYou;https://twitter.com/NovidoYou/status/1634651839613509632
Sat Mar 11 20:24:39 +0000 2023;1634651570255310848;"wtb tiket konser blackpink vip qn satu abjad #BORNPINKinJAKARTA #zonauanh #zonaba";0;1;1;0;in;2431343108;1634651570255310848;soodafm;https://twitter.com/soodafm/status/1634651570255310848
Sat Mar 11 20:22:40 +0000 2023;1634651070768222208;"WTB Blackpink day 2 butuh 2 ticket Cat 2/3/4 boleh tawarkan . Budget underprice COD di Venue! Yang sudah berbentuk WB";0;5;0;2;in;1517021909858234368;1634651070768222208;Einstein1004;https://twitter.com/Einstein1004/status/1634651070768222208
Sat Mar 11 20:22:03 +0000 2023;1634650915516076032;"Meski Cuaca di Jakarta Panas, Rose BLACKPINK Mengaku Enjoy Gegara ini #Blackpink https://t.co/ctRbHvAZVN";0;0;0;1;in;79130206;1634650915516076032;jpnncom;https://twitter.com/jpnncom/status/1634650915516076032
Sat Mar 11 20:21:10 +0000 2023;1634650692865650688;"mamang gojeknya ceritaa, katanya alhamdulillahh hari ini ngojek dpet sejuta karena ada blackpink 🥹🫶🏻";0;1;0;0;in;1325657698491224064;1634650692865650688;tiwaitr4ck;https://twitter.com/tiwaitr4ck/status/1634650692865650688
Sat Mar 11 20:18:57 +0000 2023;1634650134603780097;"@nickoakbar Emang udah paling bener nonton blackpink dari footej2 para blink yang seliweran di trending";0;0;1;4;in;1029014918681382912;1634516020282159107;masmaskantoran;https://twitter.com/masmaskantoran/status/1634650134603780097
Sat Mar 11 20:17:50 +0000 2023;1634649856676622336;"Ini kalo day 2 ada yg nonton dan bisa nitip beliin mau dong yg Lisa satu gitu dan kalo bisa kirim lewat shopee juga soalnya buat sepupu kebetulan fans nya blackpink dan biasnya si Lisa. Sekalian bantu bapaknya walaupun dikittt";0;0;0;0;in;1480151127396020224;1634649856676622336;xexie9;https://twitter.com/xexie9/status/1634649856676622336
Sat Mar 11 20:17:37 +0000 2023;1634649802683334656;"Lagi mikir, blackpink abis konser langsung turu apa mampir blok M dulu ya?";0;0;0;0;in;2957299949;1634649802683334656;masjar04;https://twitter.com/masjar04/status/1634649802683334656
Sat Mar 11 20:16:37 +0000 2023;1634649547938095105;"@txtdrichaca Cup cup nanti bliin tiket blackpink ya";0;0;0;0;in;1313533944151732224;1634647402358657025;bigwinX500;https://twitter.com/bigwinX500/status/1634649547938095105
Sat Mar 11 20:15:42 +0000 2023;1634649318924881920;"Jelang Konser BLACKPINK di GBK, Yuk Intip Outfit Keren Para Penggemar Berikut Ini   #Sindonews #BukanBeritaBiasa .https://t.co/7NvzwaJcuQ";0;0;0;0;in;1271842909248057346;1634649318924881920;ricko_liquid;https://twitter.com/ricko_liquid/status/1634649318924881920
Sat Mar 11 20:15:10 +0000 2023;1634649185478905856;"Masih terkejut dengan jumlah fans blackpink. Yall know tampil di GBK sampe 2 hari tu di luar akal sih.";0;1;0;0;in;28536360;1634649185478905856;indsane;https://twitter.com/indsane/status/1634649185478905856
Sat Mar 11 20:14:09 +0000 2023;1634648929630584833;"WTB Ticket Black Pink Day 2 Butuh 2 tiket cat 2/3 yang jual under price harga 2 tiket";0;4;0;0;in;1517021909858234368;1634648929630584833;Einstein1004;https://twitter.com/Einstein1004/status/1634648929630584833
Sat Mar 11 20:13:24 +0000 2023;1634648739901231104;"Malas gu nonton konser Blackpink, gue kepikiran klu mau berak dan kencing harus gimana..?  Ditambah lagi posisi depan dekat pentas konser 🗿";0;0;0;0;in;1243755762813288450;1634648739901231104;Febrian71885830;https://twitter.com/Febrian71885830/status/1634648739901231104
Sat Mar 11 20:13:11 +0000 2023;1634648684465123328;"siapa yang hari ini lagi seneng banget, soalnya fyp tiktok isinya blackpink sama chelsea menang ☝️☝️☝️☝️☝️";0;1;0;0;in;1197552805147377664;1634648684465123328;akbdiki;https://twitter.com/akbdiki/status/1634648684465123328
Sat Mar 11 20:12:06 +0000 2023;1634648411894063105;"ke GBK hari ini (Day 2) bisa dpt tiket Blackpink 500k ga sih guys? HAHAHAHA ngarep pol #BORNPINKinJAKARTA";0;2;1;0;in;77419288;1634648411894063105;savitrirachma;https://twitter.com/savitrirachma/status/1634648411894063105
Sat Mar 11 20:11:35 +0000 2023;1634648283997171712;"Wtb ( want to buy ) blackpink born pink jakarta platinum day 2  Under 2,4 jt ??  Dm aja kalo ada sekalian kasih tau seat numbernya";0;4;0;0;in;1225302302057095168;1634648283997171712;fakhranu;https://twitter.com/fakhranu/status/1634648283997171712
Sat Mar 11 20:11:00 +0000 2023;1634648135904657408;"Jelang Konser BLACKPINK di GBK, Yuk Intip Outfit Keren Para Penggemar Berikut Ini   #Sindonews #BukanBeritaBiasa .https://t.co/omsTW1gpTK";0;0;0;0;in;231355136;1634648135904657408;SINDOnews;https://twitter.com/SINDOnews/status/1634648135904657408
Sat Mar 11 20:09:25 +0000 2023;1634647735243767809;"@jaxonmanoban @BLACKPINK ini nomor seat berapa ka";0;0;0;0;in;1632010654851956737;1634588071382614018;miiinhoook;https://twitter.com/miiinhoook/status/1634647735243767809
Sat Mar 11 20:08:28 +0000 2023;1634647498097856512;"Kek.... Uang u tuh lebih berguna buat ginian drpd nonton blackpink 😞 tp kalo sedih ya tetep valid sih secara liat blackpink beneran dari PREDEBUT...";0;1;0;0;in;875358346039009280;1634647220824977409;dandelionnims;https://twitter.com/dandelionnims/status/1634647498097856512
Sat Mar 11 20:08:14 +0000 2023;1634647439385976832;"Hallo... blackpink aja main diparis88... masa kamu ngga si???  Yuk daftar Sekarang.. Klik Link dibawah ini... https://t.co/PyPpjBr49E  Merapi #BORNPINKinJAKARTA blackpink  GUNCANG JAKARTA #paris88 #lisablackpink #Blackpink #army #freebet #slotonline #slotgacorhariini #situsgacor https://t.co/u8TkodNr4A";0;0;0;0;in;1258674348;1634647439385976832;AfdalulZikrii;https://twitter.com/AfdalulZikrii/status/1634647439385976832
Sat Mar 11 20:07:58 +0000 2023;1634647374227447808;"bisabisanya malming kemang - senopati sepi grgr blackpink wkwkwk";0;0;0;0;in;328937914;1634647374227447808;wuudih;https://twitter.com/wuudih/status/1634647374227447808
Sat Mar 11 20:07:51 +0000 2023;1634647342132629504;"@ilyaniromi Agaklah....mungkin treasure tak sepopular yang even local pun boleh cam muka. Kalau blackpink tu sampai masuk 7e pun nampak muka diorang";1;1;1;75;in;1163508705599479808;1634643165289541632;kimyaqee2;https://twitter.com/kimyaqee2/status/1634647342132629504
Sat Mar 11 20:07:43 +0000 2023;1634647308628553728;"Gw dari awal konsernya diumumin sampe kemaren2 kaya kaga terlalu kepengen nonton konsernya  Eh tapi begitu gw liat preview di bandara, fancam orang2 rasanya menggebu2 pengen nonton, kehasut juga akhirnya 🥹 besok gw jadinya nonton blackpink!";0;0;0;0;in;3251878454;1634647308628553728;bakmisaranghae;https://twitter.com/bakmisaranghae/status/1634647308628553728
Sat Mar 11 20:07:24 +0000 2023;1634647231168143360;"WTS TIKET BLACKPINK BORNPINK IN JKT CAT 3 DAY 2 (2 TIX) 2 jt/tix Ambil 2 tiket jadi 3,9 jt SEBELAHAN (bisa nego tipis)  ✅Seat Number T131-T132 ✅Sudah jadi wristband ✅Bisa COD Venue ✅Full Payment venue ✅Punya pribadi  #wtbbornpinkjakarta #BLACKPINKinJKT";0;2;0;0;in;885693378662236161;1634647231168143360;johsuhgf;https://twitter.com/johsuhgf/status/1634647231168143360
